display_name,unit_price,unit_size,size_format
Laca de uñas alto brillo Deliplus 15 perla rosada,2.50,0.011,l
Laca de uñas alto brillo Deliplus 18 suave peonia,2.50,0.011,l
Laca de uñas alto brillo Deliplus 20 rosa magnético,2.50,0.011,l
Laca de uñas alto brillo Deliplus 22 granate sublime,2.50,0.011,l
Laca de uñas alto brillo Deliplus 31 negro místico,2.50,0.011,l
Laca de uñas alto brillo Deliplus 39 dulce fresa,2.50,0.011,l
Laca de uñas alto brillo Deliplus 61 fucsia,2.50,0.011,l
Laca de uñas alto brillo Deliplus 76 rosa medio,2.50,0.011,l
Laca de uñas alto brillo Deliplus 77 teja,2.50,0.011,l
Laca de uñas alto brillo Deliplus 78 rojo,2.50,0.011,l
Laca de uñas manicura francesa Deliplus 106 rosa punta,2.75,0.011,l
Laca de uñas alto brillo Deliplus 113 blanco,2.50,0.011,l
Laca de uñas alto brillo Deliplus 116 melocotón,2.50,0.011,l
Laca de uñas alto brillo Deliplus 117 esmeralda,2.50,0.011,l
Laca de uñas alto brillo Deliplus 118 azul,2.50,0.011,l
Laca de uñas alto brillo Deliplus 119 fucsia,2.50,0.011,l
Laca de uñas alto brillo Deliplus 120 coral,2.50,0.011,l
Laca de uñas alto brillo Deliplus 121 verde,2.50,0.011,l
Laca de uñas alto brillo Deliplus 122 amarillo,2.50,0.011,l
Laca de uñas alto brillo Deliplus 123 rosa perla,2.50,0.011,l
Laca de uñas alto brillo Deliplus 124 malva,2.50,0.011,l
Laca de uñas alto brillo Deliplus 125 azul pastel,2.50,0.011,l
Polvo para uñas efecto glaseado Magic Pen Deliplus 115 verde,3.75,0.00015,kg
Quitaesmalte con acetona Deliplus,1.15,0.2,l
Quitaesmalte acetona pura Deliplus,1.70,0.2,l
Piedra pómez Deliplus,2.90,1.0,ud
Quitaesmalte 0% acetona Deliplus,1.30,0.2,l
Lima esmeril para uñas Deliplus,1.30,1.0,ud
Tijera uñas Deliplus,4.20,1.0,ud
Corta cutículas Deliplus,2.10,1.0,ud
Cepillo de uñas Deliplus,1.90,1.0,ud
Taco pulidor de uñas manos Deliplus,1.90,1.0,ud
Palitos de naranjo Deliplus,1.80,1.0,ud
Lima fibra de vidrio Deliplus,1.00,1.0,ud
Cortaúñas manos y pies Deliplus,1.90,1.0,ud
Lima raspador durezas pies Deliplus,3.10,1.0,ud
Alicate uñas Deliplus,4.90,1.0,ud
Body spray citronela Deliplus,1.35,0.15,l
Agua de colonia S3 Classic fresh,3.50,0.75,l
Eau de parfum mujer Rose Nude,9.00,0.1,l
Eau de parfum mujer Elección,9.00,0.1,l
Eau de toilette mujer 9.60 Sport water,3.90,0.2,l
Eau de toilette mujer Prêt à Porter,6.10,0.05,l
Eau de parfum mujer Como Tú Amor,7.00,0.1,l
Eau de toilette mujer Chanson d'Eau,7.95,0.2,l
Eau de toilette mujer Ikiru,8.00,0.1,l
Eau de toilette mujer Complicity,8.00,0.1,l
Eau de toilette mujer Vuela,3.80,0.1,l
Eau de toilette mujer Soplo,7.00,0.1,l
Eau de toilette mujer Capítulo Floral,6.50,0.2,l
Eau de parfum mujer My Soul,12.00,0.1,l
Eau de parfum mujer Blue Shine,11.00,0.1,l
Eau de parfum mujer Como Tú Extratime A Day,8.00,0.1,l
Eau de parfum mujer My Soul Supreme,11.00,0.1,l
Eau de parfum mujer Verissime Bright,11.00,0.1,l
Eau de parfum mujer Cosmic Shine,11.00,0.1,l
Eau de parfum mujer My Soul Enchanted,12.00,0.1,l
Eau de parfum mujer Éclant Shine,12.00,0.1,l
Eau de toilette mujer Monogotas coco,4.00,0.1,l
Eau de toilette mujer Monogotas vainilla,4.00,0.1,l
Eau de toilette mujer Capítulo Chypre,6.50,0.2,l
Eau de parfum mujer Soirée My Soul,12.00,0.1,l
Eau de parfum mujer Boem Shine,12.00,0.1,l
Extrait de parfum mujer Vie,9.00,0.05,l
Extrait de parfum mujer Ámbar,9.00,0.05,l
Extrait de parfum mujer Petals,9.00,0.05,l
Eau de parfum mujer Como Tú Sinfonía,8.00,0.1,l
Eau de parfum mujer Como Tú Gold,8.00,0.1,l
Eau de parfum mujer Como Tú Extratime Likes,8.00,0.1,l
Eau de parfum mujer Como Tú Enciende,7.00,0.1,l
Eau de parfum mujer Como Tú Atracción,8.00,0.1,l
Eau de parfum mujer Como Tú Soplo Intense,8.00,0.1,l
Eau de parfum mujer Ella,10.00,0.1,l
Eau de toilette mujer 9.60 Bloom Sport water,3.90,0.2,l
Eau de parfum mujer Como Tú The Rose,8.00,0.1,l
Eau de parfum mujer My Soul Rouge,12.00,0.1,l
Eau de parfum mujer Como tú Cerise,8.00,0.1,l
Eau de parfum mujer Shine Special,12.00,0.1,l
Eau de parfum mujer Como Tú Santal,8.00,0.1,l
Eau de toilette mujer Monogotas banana,4.00,0.1,l
Fragancia Mist Amatista Glow Deliplus,4.00,0.25,l
Fragancia Mist Vainilla Sunset Deliplus,4.00,0.25,l
Mini eau de parfum mujer Flor de Mayo Sweet Sunset Cup Cake,2.50,0.05,l
Lote mujer Gold seduction,14.95,1.0,ud
Lote mujer Rose Nude,10.00,1.0,ud
Lote mujer Como Tú Amor,10.50,1.0,ud
Neceser sandía transparente grande Uahuu con asa,7.50,1.0,ud
Neceser flúor silicona mediano Uahuu con asa,4.50,1.0,ud
Neceser concha blanco nacarado pequeño Uahuu,4.50,1.0,ud
Eau de toilette hombre 9.60 Sport water acción,3.90,0.2,l
Eau de parfum hombre Como Tú Fuerza,7.00,0.1,l
Eau de parfum hombre Como Tú Viento,7.00,0.1,l
Eau de toilette hombre Gesto,5.50,0.1,l
Eau de toilette hombre Ikiru,8.00,0.1,l
Eau de parfum hombre Él,10.00,0.1,l
Eau de toilette hombre Misty Wood Esencia vital,3.80,0.1,l
Eau de toilette hombre Misty Wood Bosque místico,3.80,0.1,l
Eau de toilette hombre Capítulo Marino,6.50,0.2,l
Eau de parfum hombre My Soul,12.00,0.1,l
Eau de toilette hombre Criterio Ego,9.00,0.1,l
Eau de parfum hombre Como Tú Extratime A Day,8.00,0.1,l
Eau de parfum hombre My Soul Supreme,11.00,0.1,l
Eau de parfum hombre Borealia Shine,11.00,0.1,l
Eau de parfum hombre My Soul Enchanted,12.00,0.1,l
Eau de parfum hombre My Soul Glacier,12.00,0.1,l
Eau de parfum hombre My Soul Soirée,12.00,0.1,l
Extrait de parfum hombre Cuir,9.00,0.05,l
Extrait de parfum hombre Metal,9.00,0.05,l
Extrait de parfum hombre Velour,9.00,0.05,l
Extrait de parfum Tabac,12.00,0.05,l
Eau de parfum hombre Como Tú Rebel,8.00,0.1,l
Eau de parfum hombre Como Tú Enciende,7.00,0.1,l
Eau de parfum hombre Como Tú Extratime Likes,8.00,0.1,l
Mini eau de parfum hombre Flor de Mayo Mistery intense,2.50,0.045,l
Eau de toilette hombre 9.60 Sport water wild,3.90,0.2,l
Eau de parfum hombre My Soul Vert,12.00,0.1,l
Eau de parfum hombre Como tú Eternal,8.00,0.1,l
Mini eau de parfum hombre Flor de Mayo Basket,3.30,0.05,l
Eau de toilette hombre Capítulo Amaderado,6.50,0.2,l
Lote corporal hombre Axe Dark Temptation,12.00,1.0,ud
Lote hombre Capítulo Fougère,9.00,1.0,ud
Lote hombre Dj Mariio,10.00,1.0,ud
Lote hombre IlloJuan,10.00,1.0,ud
Eau de toilette infantil Disney Minnie Mouse,4.00,0.2,l
Eau de toilette infantil Marvel Spiderman,4.00,0.2,l
Lote infantil Happy Little Princess,9.50,1.0,ud
Lote infantil Eau My Unicorn,11.50,1.0,ud
Lote infantil Disney Stitch,11.50,1.0,ud
Neceser naranja Looney Tunes grande,7.50,1.0,ud
Lote infantil Disney Frozen,9.00,1.0,ud
Lote infantil manicura Color Up Unicorn Power,6.50,1.0,ud
Lote infantil Marvel Spiderman,9.00,1.0,ud
Neceser cangrejo rojo pequeño Uahuu,4.50,1.0,ud
Lote infantil Superman,10.50,1.0,ud
Lote infantil manicura Color Up Unicorn Power,8.00,1.0,ud
Protector solar Sun Med FPS 50+,7.00,0.25,l
Crema protección solar Deliplus FPS 50+,6.00,0.2,l
Crema protección solar Deliplus FPS 50+,4.20,0.1,l
Protector solar infantil pediátrico Sun Med FPS 50+,7.50,0.25,l
Crema protección solar infantil FPS 50+ Deliplus para pieles sensibles y atópicas,5.20,0.2,l
Crema protección solar infantil FPS 50+ Deliplus para pieles sensibles y atópicas,4.00,0.1,l
Gel protección solar facial Deliplus FPS 50+,6.00,0.05,l
Crema protección solar facial Deliplus FPS 50+,6.00,0.05,l
Stick protector solar facial & zonas sensibles Deliplus FPS 50,5.50,1.0,ud
Crema protección solar facial con color Deliplus FPS 50,6.00,0.05,l
Protector labial Deliplus FPS 15,1.50,1.0,ud
Protector solar protege e hidrata Nivea FPS 50+,11.00,0.2,l
Protector solar Sensitive advanced Delial FPS 50+,13.45,0.27,l
Protector solar bruma facial Delial FPS 50,8.90,0.075,l
Aceite solar protector Delial FPS 50,12.00,0.15,l
Protector solar niños bruma Denenes Ecran FPS 50,11.25,0.25,l
Protector solar bruma Sport Aqua Ecran FPS 50,12.10,0.25,l
Protector solar Sun Med FPS 30,6.50,0.25,l
Crema protección solar Deliplus FPS 30,5.00,0.2,l
Aceite bruma protectora Sunnique Ecran FPS 30,10.65,0.25,l
Aceite solar protector Delial FPS 30,11.00,0.15,l
Aceite solar protector bronceado intenso Deliplus FPS 15,5.50,0.2,l
Aftersun gel con aloe vera Deliplus,3.50,0.4,l
Aftersun leche corporal Ecran hidratante y reparadora,6.00,0.4,l
Mousse corporal autobronceador Deliplus transparente,7.50,0.21,l
Toallitas rostro y cuerpo autobronceadoras Deliplus monodosis,5.00,6.0,ud
Loción corporal Bronz efecto bronceado Deliplus,3.75,0.4,l
Aceite árbol del té 100% puro Deliplus con pipeta dosificadora,3.00,0.01,l
Colágeno soluble sabor limón Colagen,5.30,0.25,kg
Barritas con proteínas Enervit Sport sabor coco y chocolate,3.50,0.12,kg
Comprimidos Vitaminas y Minerales Deliplus,3.00,0.0279,kg
Cápsulas Dormir Deliplus,3.95,0.024,kg
Comprimidos efervescentes vitamina C y zinc Deliplus sabor limón,1.95,0.08,kg
Gel energético con cafeína Enervit Sport sabor cítricos,3.75,0.096,kg
Perlas Omega 3 Deliplus,3.95,0.0414,kg
Cápsulas LaxForte Deliplus,3.95,0.01635,kg
Cápsulas Valeriana Deliplus,4.15,0.0327,kg
Spray oral Própolis Deliplus,3.60,0.02,l
Perlas Onagra Deliplus,4.30,0.041,kg
Sticks Jalea Real y Própolis Deliplus,4.95,0.12,l
Cápsulas Cola de caballo Deliplus,3.85,0.01635,kg
Cápsulas Alcachofa Deliplus,3.95,0.01635,kg
Cápsulas Memory Forte Deliplus,3.95,0.01785,kg
Cápsulas Quemagrasas Deliplus,3.95,0.01785,kg
Cápsulas Colagen Antiox piel Deliplus,4.95,0.018,kg
Cápsulas Articular Forte Deliplus,4.20,0.01545,kg
Cápsulas Spirulina + vitamina B12 Deliplus,5.00,0.0327,kg
Cápsulas Menopausia Deliplus,4.50,0.019351,kg
Comprimidos efervescentes magnesio Deliplus 300 mg sabor naranja,1.95,0.078,kg
Comprimidos cabello y uñas Deliplus,3.95,0.024,kg
Barrita con proteínas Enervit Sport sabor chocolate negro,5.25,0.18,kg
Cápsulas Gases Deliplus,4.50,0.01695,kg
Cápsulas Probiótico Deliplus,5.95,0.01785,kg
Aceite de Ricino Deliplus,3.45,0.03,l
Gominolas Regulación del sueño Melatonina Gummies Vitaldin,4.95,0.09,kg
Bastoncillos de algodón 100% Deliplus,0.90,200.0,ud
Alcohol 96º Deliplus antiséptico,0.75,0.25,l
Agua oxigenada Deliplus desinfectante antiséptico,0.65,0.25,l
Pulsera de citronela talla L Bosque Verde,1.50,1.0,ud
Pulsera de citronela talla S Bosque Verde,1.50,1.0,ud
"Tiras adhesivas protectoras Classic color beige Deliplus surtidas, elásticas y transpirables",1.00,1.0,ud
Solución única para lentes de contacto blandas Deliplus con ácido hialurónico,4.00,0.36,l
Bandas adhesivas fijación fuerte color beige Deliplus para cortar,1.50,1.0,ud
Esparadrapo textil adhesivo resistente color beige Deliplus,1.40,1.0,ud
Vaselina hidratante Deliplus,2.00,0.1,kg
Algodón hidrófilo 100% zig-zag hipoalergénico Deliplus,1.20,0.1,kg
Povidona yodada 10% Deliplus,2.15,0.125,l
Alcohol de romero Deliplus,2.00,0.25,l
"Tiras adhesivas protectoras infantiles Deliplus surtidas, elásticas y transpirables",1.30,1.0,ud
Roll-on alivio picor Deliplus,3.50,0.015,l
Esparadrapo de papel adhesivo microporoso color blanco Deliplus,1.30,1.0,ud
Tiras adhesivas protectoras de espuma acolchado Deliplus protección extra,1.30,1.0,ud
Tiras adhesivas protectoras de poliuretano Aqua Deliplus surtidas resistentes al agua,1.30,1.0,ud
Bálsamo oriental efecto calor Deliplus con vitamina E,2.99,0.03,l
Apósitos hidrocoloides adhesivos para ampollas y rozaduras Deliplus surtidos,4.30,1.0,ud
Venda elástica cohesiva Deliplus fijación fuerte,2.10,1.0,ud
Spray repelente fuerte Deliplus antimosquitos,2.75,0.1,l
Protectores para los oídos de espuma Moldex,1.70,1.0,ud
"Lágrimas hidratantes para los ojos Deliplus con hialuronato sódico 0,2%",5.70,1.0,ud
Stick de árnica Cata Pum Deliplus,4.00,0.014,l
Gasas esterilizadas de algodón 100% hidrófilo Deliplus,1.20,10.0,ud
Spray desinfectante antiséptico transparente Deliplus contiene clorhexidina y digluconato 2%,1.80,0.05,l
Toallitas de manos hidroalcohólicas Deliplus 75% Alcohol,1.00,15.0,ud
Mascarillas quirúrgicas Deliplus no reutilizables,1.50,1.0,ud
Apósitos infantiles Tattoo Deliplus,1.80,1.0,ud
Bastoncillos de algodón Deliplus tamaño viaje,0.80,1.0,ud
Preservativos sensitivo suave Durex,8.25,1.0,ud
Preservativos natural On,3.00,1.0,ud
Preservativos natural Durex,7.25,1.0,ud
Preservativos sensitive On,3.20,1.0,ud
Plátano de Canarias IGP,0.63,0.17,kg
Banana,0.25,0.18,kg
Plátano macho,0.90,0.31,kg
Uva blanca sin semillas,2.55,0.5,kg
Manzana Golden,0.44,0.2,kg
Manzanas Golden,3.08,1.5,kg
Pera Conferencia,0.50,0.18,kg
Peras Conferencia,2.68,1.07,kg
Manzana roja dulce,0.68,0.25,kg
Manzanas rojas dulces,3.53,1.5,kg
Pera Ercolina,0.29,0.08,kg
Manzana Granny Smith,0.45,0.19,kg
Manzana roja acidulce,0.75,0.26,kg
Manzanas rojas acidulces,4.13,1.62,kg
1/4 Sandía baja en semillas,2.70,1.46,kg
Media sandía baja en semillas,4.52,2.58,kg
Sandía baja en semillas,7.48,5.54,kg
Medio melón piel de sapo,3.09,1.47,kg
Melón piel de sapo,5.13,2.85,kg
Melón Galia,3.86,1.33,kg
Limones,2.30,1.0,kg
Limón,0.48,0.2,kg
Naranja para mesa,0.57,0.29,kg
Naranjas,4.80,3.0,kg
Naranjas,6.50,5.0,kg
Pomelo,0.94,0.32,kg
Lima,0.33,0.08,kg
Kiwi verde,0.50,0.11,kg
Kiwis verdes,4.55,1.07,kg
Kiwis amarillos,3.77,0.58,kg
Aguacate,0.88,0.18,kg
Aguacates,3.43,0.73,kg
Piña,3.55,1.82,kg
Media piña,2.21,0.75,kg
Piña natural a rodajas,3.48,0.58,kg
Piña cortada a trozos,1.85,0.27,kg
Guacamole Hacendado,3.95,0.5,kg
Guacamole Hacendado,1.80,0.2,kg
Mango,1.83,0.62,kg
Papaya,2.78,0.51,kg
Albaricoque,2.80,0.7,kg
Cereza,3.98,0.5,kg
Cereza,6.50,1.0,kg
Nectarina,0.64,0.16,kg
Nectarinas,1.85,0.5,kg
Ciruela roja,0.56,0.12,kg
Frambuesa,2.63,0.2,kg
Moras,1.95,0.125,kg
Arándanos,3.15,0.225,kg
Brevas,3.49,0.51,kg
Melocotones amarillos mini,4.40,1.0,kg
Melocotón amarillo,0.98,0.2,kg
Paraguayo,0.49,0.13,kg
Paraguayos,1.96,0.56,kg
Lechuga Iceberg,1.03,1.0,ud
Ensalada mezcla 4 estaciones lavada,0.86,0.25,kg
Lechugas corazón romana,1.65,2.0,ud
Ensalada mezcla brotes tiernos lavada,1.19,0.1,kg
Canónigos lavados,1.18,0.125,kg
Lechuga iceberg cortada y lavada,0.90,0.25,kg
Ensalada mezcla gourmet lavada,1.06,0.175,kg
Cogollos de lechuga,1.05,3.0,ud
Lechuga corazón romana,1.10,1.0,ud
Endibias,1.87,0.45,kg
Ensalada mezcla brotes tiernos maxi lavada,1.65,0.175,kg
Ensalada mezcla gourmet maxi lavada,1.76,0.3,kg
Ensalada mezcla tierna lavada,1.24,0.15,kg
Rúcula lavada,0.83,0.05,kg
Cogollos corazón de lechuga,1.98,6.0,ud
Ensalada mezcla dúo canónigos y rúcula lavada,1.44,0.1,kg
Lechuga hoja roble,1.51,1.0,ud
Escarola rizada cortada y lavada,1.24,0.15,kg
Escarola rizada,1.80,1.0,ud
Espinacas baby lavadas,1.15,0.1,kg
Lechuga romana cortada y lavada,1.12,0.2,kg
Ensalada César,2.55,0.21,kg
Ensalada California,2.29,0.192,kg
Wraps Texas,2.99,0.3,kg
Ensalada de la casa,2.18,0.4,kg
Ensalada mil islas,2.55,0.33,kg
Ensalada ensatún,2.49,0.25,kg
Ensalada jamón,2.49,0.215,kg
Ensalada de pasta,2.49,0.25,kg
Ensalada queso de cabra,2.79,0.135,kg
Ensalada de pasta Listo para Comer,4.00,0.366,kg
"Ensalada de pollo, queso y frutos secos Listo para Comer",4.00,0.25,kg
Patata,0.45,0.22,kg
Patatas,5.10,3.0,kg
Patatas rojas,3.80,2.0,kg
Patatas,6.55,5.0,kg
Patatas guarnición,2.55,1.0,kg
Batata,1.50,0.44,kg
Patatas especial para freir,3.90,2.0,kg
Yuca,1.98,0.6,kg
Cebollas tiernas,1.40,1.0,ud
Cebollas,3.55,2.0,kg
Cebollas,2.25,1.0,kg
Ajos morados,1.85,0.25,kg
Cebollas dulces,2.50,1.0,kg
Cebollas rojas,1.43,0.5,kg
Ajo negro dientes pelados,4.45,0.085,kg
Picada de ajo y perejil,1.50,0.1,kg
Tomate ensalada,0.59,0.33,kg
Tomate canario,0.32,0.17,kg
Tomate pera,0.26,0.13,kg
Tomates pera,2.17,1.05,kg
Tomates cherry pera kumato,1.61,0.3,kg
Tomates cherry,1.98,0.5,kg
Tomates cherry en rama Dulcita,2.35,0.2,kg
Tomates negros,2.50,1.0,kg
Tomates,3.54,2.0,kg
Tomate negro,0.26,0.1,kg
Tomate rallado,1.45,0.29,kg
Rama de Tomates,1.74,0.79,kg
Tomate valenciano,0.89,0.23,kg
Zanahorias,1.15,1.0,kg
Pepino,0.43,0.25,kg
Pepino holandés,1.04,0.425,kg
Zanahorias,0.90,0.5,kg
Pepinos,2.55,1.5,kg
Palitos de zanahoria,2.07,0.18,kg
Zanahoria rallada lavada,0.94,0.15,kg
Pimiento rojo,0.86,0.32,kg
Calabacín verde,0.61,0.35,kg
Pimiento verde freír,0.25,0.1,kg
Calabacín blanco,0.78,0.37,kg
Pimiento verde,0.81,0.29,kg
Pimientos tricolor,2.11,0.68,kg
Pimientos semipicantes,1.36,0.25,kg
Coliflor,2.34,1.17,kg
Repollo liso,2.11,1.19,kg
Medio repollo liso,2.08,0.98,kg
Medio repollo rizado,1.93,0.89,kg
Champiñón pequeño,1.54,0.3,kg
Champiñón laminado limpio,2.04,0.32,kg
Seta,2.05,0.25,kg
Champiñón grande,2.45,0.43,kg
Seta laminada,2.21,0.25,kg
Champiñón Portobello,2.16,0.3,kg
Seta shiitake,2.90,0.22,kg
Mix de setas intenso,3.92,0.235,kg
Mix de setas suave,3.97,0.26,kg
Perejil troceado lavado,0.85,0.04,kg
Jengibre,1.61,0.2,kg
Cilantro,1.25,0.02,kg
Albahaca,1.53,0.02,kg
Hierbabuena,1.35,0.04,kg
Cebollino,1.80,0.02,kg
Espinacas cortadas y lavadas,1.24,0.3,kg
Brócoli,1.48,0.57,kg
Berenjena,0.76,0.39,kg
Berenjena rayada,0.83,0.37,kg
Judía verde plana,2.91,0.75,kg
Judía verde plana,1.68,0.35,kg
Acelgas cortadas y lavadas,1.30,0.3,kg
Puerros,1.92,0.66,kg
Puerros,2.69,0.56,kg
Judía verde redonda,2.80,0.5,kg
Calabaza cacahuete cortada a trozos,2.42,0.52,kg
Apio verde,1.14,0.57,kg
Apio cortado lavado,1.16,0.21,kg
Preparado de verdura para cocido,2.15,1.0,kg
Espárrago verde fino,2.20,0.25,kg
Rabanitos,1.14,0.25,kg
Remolacha cocida y pelada,1.04,0.45,kg
Maíz dulce en mazorca cocido,1.55,0.45,kg
Media calabaza cacahuete,1.96,0.74,kg
Espárrago verde grueso,3.30,0.3,kg
Maíz dulce en mazorca,2.95,2.0,ud
Preparado de verduras para sofreír cortado y lavado,2.28,0.4,kg
Salteado de pimientos y cebolla cortado y lavado,2.28,0.4,kg
3 Vegetales para microondas lavados,1.70,0.3,kg
Floretas de brócoli para microondas lavadas,1.58,0.23,kg
Sopa juliana para microondas lavada,1.93,0.4,kg
Patata para microondas,1.51,0.4,kg
Batata para microondas,2.50,0.4,kg
Salteado de verduras para microondas cortado y lavado,2.50,0.4,kg
Huevos,4.75,24.0,ud
Huevos super grandes XL,3.90,12.0,ud
Huevos grandes L,2.80,12.0,ud
Huevos grandes L,1.50,6.0,ud
Huevos medianos M,2.60,12.0,ud
Huevos de gallinas camperas,3.22,12.0,ud
Huevos de gallinas camperas,1.90,6.0,ud
Huevos cocidos,1.95,6.0,ud
Huevos de codorniz,1.85,18.0,ud
Claras de huevo líquidas pasteurizadas,2.85,1.0,l
Claras de huevo líquidas pasteurizadas,1.70,0.3,l
Leche semidesnatada Hacendado,5.28,6.0,l
Leche semidesnatada Hacendado,0.88,1.0,l
Leche semidesnatada Hacendado,1.59,1.2,l
Leche semidesnatada Hacendado,9.00,9.0,l
Leche semidesnatada Hacendado,1.50,1.5,l
Leche semidesnatada sin lactosa Hacendado,5.76,6.0,l
Leche semidesnatada sin lactosa Hacendado,0.96,1.0,l
Leche semidesnatada sin lactosa Hacendado,1.76,1.2,l
Leche semidesnatada calcio Hacendado,6.18,6.0,l
Leche semidesnatada calcio Hacendado,1.03,1.0,l
Leche semidesnatada Asturiana,10.92,9.0,l
Leche semidesnatada Asturiana,1.82,1.5,l
Bebida láctea semidesnatada con fibra Hacendado,7.50,6.0,l
Bebida láctea semidesnatada con fibra Hacendado,1.25,1.0,l
Leche semidesnatada de cabra Hacendado,11.22,6.0,l
Leche semidesnatada de cabra Hacendado,1.87,1.0,l
Leche semidesnatada fresca Hacendado,1.06,1.0,l
